test_func4_1,1
test_func4_2,1
test_func4_3,1
test_func4_4,1
test_func4_5,1
test_func5_1,1.5
test_func5_2,1.5
test_func5_3,1.5
test_func5_4,1.5
test_ex1_1,2
test_ex1_2,2
test_ex1_3,2
test_ex2_1,2
test_ex2_2,2
test_ex2_3,2
test_personal_data_entry,1e-09
